,Powierzchnia,Czynsz,Liczba pokoi,Kaucja,Piętro,Rodzaj zabudowy,Dostępne od,balkon,ogród,taras,Obsługa zdalna,Stan wykończenia,Typ ogłoszeniodawcy,Wynajmę również studentom,Wyposażenie,Media,Ogrzewanie,Zabezpieczenia,Okna,Winda,Miejsce parkingowe,Rok budowy,Materiał budynku,Informacje dodatkowe,is_adverb,link,localisation,price,room_count,space_sm,representative,lat,lng,powiat,Ludnosc
7720,45.0,-1.0,2.0,-1.0,5.0,apartamentowiec,,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2021.0,pustak,pom. użytkowe,False,/pl/oferta/apartament-sokolska-towers-2-pokoje-garaz-top-ID4gy4m,"Katowice, Centrum, ul. Sokolska",2800.0,2.0,45.0,Biuro nieruchomości,50.2609176,19.0143451,Katowice,261379.0
7727,50.0,-1.0,2.0,-1.0,0.0,dom wolnostojący,,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,gazowe,,plastikowe,nie,,2006.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-2-pokojowe-z-tarasem-i-ogrodem-ID4gxU8,"Juliusza Słowackiego, Goleniów, zachodniopomorskie",2500.0,2.0,50.0,Biuro nieruchomości,53.5719099,14.8247371,Goleniowski,7702.9
7728,28.8,-1.0,2.0,-1.0,1.0,kamienica,,0,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",elektryczne,,,nie,,1970.0,Materiał_budynku_inne,"piwnica, pom. użytkowe",False,/pl/oferta/mieszkanie-na-wynajem-po-remoncie-28-8-m2-2-pokoje-ID4gxW4,"Kraków, Krowodrza, Nowa Wieś, Stanisława Konarskiego",2000.0,2.0,28.8,Biuro nieruchomości,50.068937,19.9208026,Kraków,141070.0
7729,53.0,-1.0,3.0,-1.0,0.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,plastikowe,nie,,2020.0,Materiał_budynku_inne,,False,/pl/oferta/okazja-3-pokojowe-mieszkanie-z-ogrodkiem-baluty-ID4gxQN,"Łódź, Bałuty, Górnicza",2500.0,3.0,53.0,Biuro nieruchomości,51.7946334,19.4714153,Łódź,120202.8
7730,60.0,-1.0,2.0,-1.0,2.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,plastikowe,nie,,1960.0,Materiał_budynku_inne,,False,/pl/oferta/odswiezone-2-pokojowe-mieszkanie-retkinia-ID4gxQX,"Łódź, Polesie, Maratońska",1900.0,2.0,60.0,Biuro nieruchomości,51.7376042,19.3937709,Łódź,120202.8
7731,34.0,-1.0,1.0,-1.0,3.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"system alarmowy, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2003.0,cegła,"piwnica, pom. użytkowe",False,/pl/oferta/kawalerka-z-balkonem-garaz-podziemny-w-cenie-ID4gxQO,"Warszawa, Ursus, Tomcia Palucha",2000.0,1.0,34.0,Biuro nieruchomości,52.1910174,20.8963716,Warszawa,90327.38888888889
7733,65.0,500.0,3.0,5000.0,2.0,apartamentowiec,2022-07-01,1,0,0,,,biuro nieruchomości ,,,"internet, telefon",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2014.0,inne,,False,/pl/oferta/stare-miasto-novum-rakowicka-3-pok-eng-ID4gxQ9,"Kraków, Stare Miasto, Rakowicka",5500.0,3.0,65.0,Biuro nieruchomości,50.0711876,19.9547812,Kraków,141070.0
7734,49.0,600.0,2.0,2100.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,drzwi / okna antywłamaniowe,,nie,,2008.0,cegła,,False,/pl/oferta/2-pokoje-wynajem-warszewo-ID4gxPz,"Szczecin, Północ, Warszewo",2100.0,2.0,49.0,Biuro nieruchomości,53.4771917,14.5488654,Szczecin,347786.0
7735,46.0,-1.0,3.0,-1.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,plastikowe,nie,,1966.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/3-pokojowe-ul-jasielska-ochota-ciche-z-balkonem-ID4gxNZ,"Warszawa, Ochota, Jasielska",2700.0,3.0,46.0,Biuro nieruchomości,52.198356,20.9808089,Warszawa,90327.38888888889
7736,37.0,-1.0,1.0,-1.0,0.0,Rodzaj_zabudowy_inne,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,gazowe,,plastikowe,nie,,1960.0,cegła,,False,/pl/oferta/mieszkanie-z-garazem-os-ptasie-brynow-ID4gxOT,"Katowice, Brynów-Zgrzebnioka, Brynów",1400.0,1.0,37.0,Biuro nieruchomości,50.2332302,19.0048679,Katowice,261379.0
7738,65.0,-1.0,3.0,-1.0,10.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,tak,,1978.0,żelbet,"piwnica, oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/3-pokoje-w-dobrze-skomunikowanej-okolicy-ID4gDh3,"Warszawa, Bielany, Klaudyny",4500.0,3.0,65.0,Biuro nieruchomości,52.2823637,20.9722809,Warszawa,90327.38888888889
7746,61.0,-1.0,2.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,,,plastikowe,nie,,1987.0,wielka płyta,,False,/pl/oferta/warszawa-ul-bora-komorowskiego-3-pok-msc-parking-ID4gDbe,"Warszawa, Praga-Południe, gen. Tadeusza Bora-Komorowskiego",2200.0,2.0,61.0,Biuro nieruchomości,52.2254528,21.0896202,Warszawa,90327.38888888889
7748,53.0,-1.0,2.0,5000.0,3.0,blok,,1,0,0,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon",plastikowe,tak,,2016.0,żelbet,,False,/pl/oferta/139n-dwupokojowe-mieszkanie-bazantow-ID4gDaD,"Katowice, Piotrowice - Ochojec, Piotrowice, ul. Bażantów",2500.0,2.0,53.0,Biuro nieruchomości,50.2004426,18.9834679,Katowice,261379.0
7750,30.0,-1.0,1.0,1800.0,2.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,"lodówka, meble, kuchenka, pralka",internet,,,plastikowe,nie,garaż/miejsce parkingowe,2021.0,pustak,pom. użytkowe,False,/pl/oferta/wynajme-32-m-lomianki-ID4gD6I,"Łomianki Dolne, mazowieckie",1800.0,1.0,30.0,Biuro nieruchomości,52.346917,20.8996412,Warszawa,90327.38888888889
7751,53.0,-1.0,3.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,,nie,,1960.0,cegła,oddzielna kuchnia,False,/pl/oferta/polecam-ID4gD7C,"Warszawa, Wola",3600.0,3.0,53.0,Biuro nieruchomości,52.2333751,20.9571835,Warszawa,90327.38888888889
7754,30.19,250.0,1.0,2500.0,4.0,apartamentowiec,,1,0,1,tak,do zamieszkania,biuro nieruchomości ,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet, telefon",miejskie,"domofon / wideofon, monitoring / ochrona",plastikowe,tak,,2021.0,cegła,pom. użytkowe,False,/pl/oferta/piekna-kawalerka-tuz-przy-dolinie-silnicy-ID4gDah,"Kielce, Centrum, ul. Stefana Okrzei",1600.0,1.0,30.19,Biuro nieruchomości,50.8793539,20.6276786,Kielecki,7433.5
7755,130.0,-1.0,5.0,-1.0,1.0,Rodzaj_zabudowy_inne,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,,,,plastikowe,nie,garaż/miejsce parkingowe,2016.0,Materiał_budynku_inne,dwupoziomowe,False,/pl/oferta/apartament-wysoki-standard-blisko-obc-i-alchemia-ID4gD54,"Gdańsk, Oliwa, Artura Grottgera",9900.0,0.0,130.0,Biuro nieruchomości,54.403436,18.5627827,Gdańsk,420796.0
7757,32.0,300.0,1.0,3000.0,0.0,apartamentowiec,,1,0,1,,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,elektryczne,rolety antywłamaniowe,drewniane,nie,garaż/miejsce parkingowe,2010.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/kawalerka-w-centrum-zakopanego-ID4gD1d,"Zakopane, Centrum, ul. Heleny Marusarzówny",2700.0,1.0,32.0,Oferta prywatna,49.2860946,19.9548872,Tatrzański,13154.6
7759,66.0,-1.0,3.0,-1.0,1.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,cegła,,False,/pl/oferta/trzy-pokojowy-apartament-do-wynajecia-ID4gD0d,"Nowy Dwór Mazowiecki, mazowieckie",3000.0,3.0,66.0,Biuro nieruchomości,52.4465078,20.6925219,Nowodworski,7786.785714285715
7763,34.0,700.0,2.0,2600.0,2.0,blok,,1,0,0,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2018.0,Materiał_budynku_inne,tylko dla niepalących,False,/pl/oferta/34m2-ul-jarzabka-osobom-doroslym-bez-dzieci-ID4dpQc,"Piaseczno, Centrum, ul. Kazimierza Jarząbka",2600.0,2.0,34.0,Oferta prywatna,52.0778807,21.0090593,Piaseczyński,16202.545454545454
7767,85.0,-1.0,3.0,5000.0,3.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,"zmywarka, pralka",,miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2018.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/mieszkanie-85-m-warszawa-ID4gyDY,"Warszawa, Mokotów",4800.0,3.0,85.0,Biuro nieruchomości,52.194157,21.0346955,Warszawa,90327.38888888889
7769,53.0,-1.0,2.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",,nie,,1996.0,cegła,"piwnica, oddzielna kuchnia",False,/pl/oferta/lublin-ul-sekutowicza-2-pokoje-53-mkw-ID4gCWd,"Lublin, Bazylianówka, Sekutowicza",2000.0,2.0,53.0,Biuro nieruchomości,51.2738445,22.5753382,Lublin,314208.0
7773,35.0,330.0,1.0,2000.0,0.0,blok,,0,0,0,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",,miejskie,domofon / wideofon,plastikowe,nie,,1976.0,wielka płyta,,False,/pl/oferta/mieszkanie-w-pruszkowie-blisko-parku-ID4gF4K,"Pruszków, mazowieckie",1800.0,1.0,35.0,Oferta prywatna,52.1704725,20.8118862,Pruszkowski,22394.0
7776,89.0,700.0,3.0,-1.0,4.0,apartamentowiec,,0,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2010.0,Materiał_budynku_inne,"piwnica, pom. użytkowe",False,/pl/oferta/apartament-z-tarasem-ul-ludwinowska-89-m2-ID4gF1W,"Kraków, Podgórze",7000.0,3.0,89.0,Biuro nieruchomości,50.0365018,20.0155176,Kraków,141070.0
7777,50.0,-1.0,2.0,-1.0,0.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,"system alarmowy, monitoring / ochrona",,tak,garaż/miejsce parkingowe,2017.0,Materiał_budynku_inne,,False,/pl/oferta/2-pok-50m2-slodowiec-garaz-ogrodek-internet-ID3UGWq,"Warszawa, Bielany, Słodowiec, Zbigniewa Romaszewskiego",3800.0,2.0,50.0,Biuro nieruchomości,52.2722282,20.956813,Warszawa,90327.38888888889
7778,80.0,600.0,3.0,-1.0,4.0,blok,,1,0,1,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,tak,garaż/miejsce parkingowe,2013.0,Materiał_budynku_inne,,False,/pl/oferta/luksusowe-3-pokoje-2-balkony-garaz-garderoba-ID4gF1d,"Wrocław, Fabryczna, Leśnica",4200.0,3.0,80.0,Biuro nieruchomości,51.1521845,16.852105,Wrocław,115516.8
7781,54.0,-1.0,1.0,2100.0,4.0,blok,2022-05-22,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"teren zamknięty, domofon / wideofon, monitoring / ochrona",plastikowe,tak,garaż/miejsce parkingowe,2016.0,pustak,pom. użytkowe,False,/pl/oferta/studio-na-mokotowie-klimatyzacja-garaz-balkon-ID4gEZP,"Warszawa, Mokotów, Obrzeżna",4200.0,1.0,54.0,Biuro nieruchomości,52.173523,20.9999269,Warszawa,90327.38888888889
7782,127.2,670.0,3.0,-1.0,0.0,blok,2022-07-01,0,0,1,,do zamieszkania,biuro nieruchomości ,,,,miejskie,monitoring / ochrona,,nie,garaż/miejsce parkingowe,1994.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia, pom. użytkowe",False,/pl/oferta/rezerwacja-mieszkanie-3-poziomowe-garaz-ID4gF3k,"Poznań, Stare Miasto, Umultowo",3200.0,3.0,127.2,Biuro nieruchomości,52.4656232,16.9535602,Poznań,93138.2
7783,71.0,-1.0,3.0,5000.0,0.0,Rodzaj_zabudowy_inne,,0,0,0,,,biuro nieruchomości ,,,,,,,tak,,2014.0,Materiał_budynku_inne,,False,/pl/oferta/luksusowy-apartament-na-biskupinie-ID4gEZf,"Wrocław, Śródmieście, Biskupin",5000.0,3.0,71.0,Biuro nieruchomości,51.1006338,17.0998089,Wrocław,115516.8
7786,40.0,-1.0,2.0,-1.0,1.0,apartamentowiec,,0,0,1,,,biuro nieruchomości ,,,,,,,tak,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,,False,/pl/oferta/lokal-40-m-na-szklanych-tarasach-armii-krajowej-ID4gEVc,"Rzeszów, Słocina",2800.0,2.0,40.0,Biuro nieruchomości,50.0177778,22.0540609,Rzeszów,185662.0
7787,63.0,600.0,3.0,-1.0,1.0,blok,,0,0,1,,,biuro nieruchomości ,,meble,,miejskie,,,tak,garaż/miejsce parkingowe,2011.0,pustak,,False,/pl/oferta/3-pokoje-drabinianka-ID4fLDf,"Rzeszów, podkarpackie",2500.0,3.0,63.0,Biuro nieruchomości,50.0411867,21.9991196,Rzeszów,185662.0
7788,49.0,600.0,2.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,"system alarmowy, monitoring / ochrona",,nie,garaż/miejsce parkingowe,2020.0,cegła,"piwnica, pom. użytkowe",False,/pl/oferta/ladne-2-pokojowe-ul-geremka-kliny-ID4gCV8,"Kraków, Dębniki, Kliny-Zacisze",2000.0,2.0,49.0,Biuro nieruchomości,49.9999933,19.8939262,Kraków,141070.0
7789,43.0,-1.0,2.0,-1.0,3.0,blok,,1,0,0,,,biuro nieruchomości ,,meble,,miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,beton,oddzielna kuchnia,False,/pl/oferta/nowe-komfortowe-mieszkanie-43m-12m-balkon-urocza-ID4gEVd,"Rzeszów, Drabinianka, Urocza",2300.0,2.0,43.0,Biuro nieruchomości,50.0099587,22.0096884,Rzeszów,185662.0
7790,47.0,-1.0,3.0,-1.0,6.0,Rodzaj_zabudowy_inne,2022-06-01,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet",miejskie,monitoring / ochrona,aluminiowe,tak,garaż/miejsce parkingowe,2019.0,Materiał_budynku_inne,,False,/pl/oferta/3-pokojowe-mieszkanie-ul-polaka-ID4gEXN,"Wrocław, Śródmieście",3200.0,3.0,47.0,Biuro nieruchomości,51.1132425,17.0812736,Wrocław,115516.8
7794,44.0,375.0,2.0,-1.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2020.0,Materiał_budynku_inne,,False,/pl/oferta/2-pokojowe-mieszkanie-44-m2-bronowice-od-zaraz-ID4gEUO,"Kraków, Bronowice, Bronowice Małe, Bronowicka",3000.0,2.0,44.0,Biuro nieruchomości,50.0792438,19.8970439,Kraków,141070.0
7795,56.0,-1.0,3.0,-1.0,1.0,blok,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,plastikowe,nie,garaż/miejsce parkingowe,2016.0,Materiał_budynku_inne,,False,/pl/oferta/3-pokoje-56m2-balkon-opatkowice-ID4gETl,"Kraków, Swoszowice, Opatkowice",2950.0,3.0,56.0,Biuro nieruchomości,49.9944524,19.9001104,Kraków,141070.0
7796,37.96,550.0,2.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,meble,internet,miejskie,,,tak,garaż/miejsce parkingowe,2022.0,Materiał_budynku_inne,,False,/pl/oferta/nowe-mieszkanie-z-balkonem-umeblowane-ID4gESj,"Kraków, Prądnik Biały",2300.0,2.0,37.96,Biuro nieruchomości,50.0926876,19.9241497,Kraków,141070.0
7797,47.0,500.0,2.0,-1.0,3.0,blok,,1,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,,2007.0,cegła,,False,/pl/oferta/2pok-47m2-balkon-ul-zakladowa-ID4gER1,"Łódź, Widzew, Zakładowa",1600.0,2.0,47.0,Biuro nieruchomości,51.739246,19.5761776,Łódź,120202.8
7798,114.0,630.0,4.0,-1.0,0.0,blok,2022-06-05,1,0,0,,,biuro nieruchomości ,,,"telewizja kablowa, internet, telefon",miejskie,,plastikowe,tak,,2010.0,cegła,oddzielna kuchnia,False,/pl/oferta/m5-114-m2-bartodzieje-blok-z-cegly-z-2010-r-ID4gESo,"Bydgoszcz, Bartodzieje",3800.0,4.0,114.0,Biuro nieruchomości,53.1261766,18.0480458,Bydgoszcz,301909.0
7799,102.0,-1.0,4.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka","telewizja kablowa, internet",miejskie,"drzwi / okna antywłamaniowe, teren zamknięty, domofon / wideofon, monitoring / ochrona",drewniane,tak,garaż/miejsce parkingowe,2002.0,cegła,,False,/pl/oferta/umeblowane-4-pokoje-2-balkony-garaz-na-kabatach-ID4gEUv,"Warszawa, Ursynów",6200.0,4.0,102.0,Biuro nieruchomości,52.13785439999999,21.0291229,Warszawa,90327.38888888889
7800,45.5,-1.0,3.0,5000.0,1.0,blok,,1,0,0,,,biuro nieruchomości ,,zmywarka,,miejskie,,plastikowe,nie,,2022.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/zostan-pierwszym-najemca-kasztel-mieszka-1-pietro-ID4gEUw,"Grudziądz, Tarpno",1900.0,3.0,45.5,Biuro nieruchomości,53.4976897,18.8229282,Grudziądz,79063.0
7802,40.0,-1.0,2.0,-1.0,2.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,,,nie,,1980.0,Materiał_budynku_inne,,False,/pl/oferta/2-pokojowe-z-balkonem-os-zosinek-ID4gEOB,"Legnica, dolnośląskie",1300.0,2.0,40.0,Biuro nieruchomości,51.2070067,16.1553231,Legnica,88421.0
7803,41.0,-1.0,2.0,3000.0,4.0,blok,2022-07-01,0,0,1,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,domofon / wideofon,plastikowe,tak,garaż/miejsce parkingowe,2022.0,pustak,,False,/pl/oferta/nowe-2-pokojowe-mieszkanie-z-garazem-parkitka-ID4gER2,"Częstochowa, Parkitka, ul. Poleska",2500.0,2.0,41.0,Biuro nieruchomości,50.8278261,19.0904593,Częstochowa,200317.0
7805,60.0,-1.0,4.0,-1.0,2.0,blok,2022-05-16,1,0,0,,,biuro nieruchomości ,,,"telewizja kablowa, internet, telefon",miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon, monitoring / ochrona",,tak,,2022.0,pustak,,False,/pl/oferta/wynajme-nowe-4-pokoje-60-m2-pachonskiego-ID4gEP1,"Kraków, Prądnik Biały, Henryka Pachońskiego",4500.0,4.0,60.0,Biuro nieruchomości,50.0941836,19.9248307,Kraków,141070.0
7808,65.0,850.0,2.0,-1.0,1.0,blok,,1,0,0,,,biuro nieruchomości ,,meble,"telewizja kablowa, internet, telefon",miejskie,monitoring / ochrona,,tak,garaż/miejsce parkingowe,2010.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/2-pokojowe-mieszkanie-na-krowodrzy-ul-poznanska-ID4gpWD,"Kraków, Krowodrza, Łobzów",5500.0,2.0,65.0,Biuro nieruchomości,50.0693689,19.932831,Kraków,141070.0
7809,96.3,300.0,3.0,6000.0,1.0,kamienica,,0,0,0,,,biuro nieruchomości ,,"zmywarka, lodówka, piekarnik",,,,plastikowe,nie,,1970.0,cegła,oddzielna kuchnia,False,/pl/oferta/mieszkanie-pow-96-8-m2-centrum-glowackiego-ID4g88m,"Kielce, Centrum",3000.0,3.0,96.3,Biuro nieruchomości,50.8660773,20.6285677,Kielce,180177.0
7812,56.79,450.0,2.0,1500.0,1.0,blok,,1,0,0,,,biuro nieruchomości ,,,,miejskie,,plastikowe,tak,,2011.0,cegła,oddzielna kuchnia,False,/pl/oferta/mieszkanie-2pok-56-79m2-ul-turystyczna-szydlowek-ID49Exz,"Kielce, Szydłówek",1500.0,2.0,56.79,Biuro nieruchomości,50.8910445,20.6393167,Kielecki,7433.5
7813,44.0,300.0,2.0,4000.0,0.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,miejskie,,plastikowe,nie,,2021.0,Materiał_budynku_inne,"piwnica, oddzielna kuchnia",False,/pl/oferta/komfortowe-2-pokoje-z-ogrodkiem-w-apartamentowcu-ID4gENP,"Chorzów, Stary Chorzów",2100.0,2.0,44.0,Biuro nieruchomości,50.3088507,18.9789717,Chorzów,93189.0
7814,40.0,-1.0,2.0,-1.0,0.0,dom wolnostojący,,0,0,1,,do zamieszkania,biuro nieruchomości ,,,,gazowe,,,nie,garaż/miejsce parkingowe,2004.0,pustak,,False,/pl/oferta/mieszkanie-w-pieknym-domu-z-duzym-ogrodem-ID4g8rR,"Braci Aletańskich, Rzeszów, podkarpackie",1900.0,2.0,40.0,Biuro nieruchomości,50.0289601,22.0744593,Rzeszów,185662.0
7815,81.3,1000.0,3.0,-1.0,5.0,blok,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,miejskie,monitoring / ochrona,,tak,,2022.0,Materiał_budynku_inne,,False,/pl/oferta/penthouse-na-pradze-2022r-pierwszy-najem-2-garaze-ID4guKj,"Warszawa, Praga-Południe, Międzyborska",9000.0,3.0,81.3,Biuro nieruchomości,52.2378467,21.0811995,Warszawa,90327.38888888889
7816,65.0,-1.0,3.0,4500.0,3.0,blok,2022-07-01,0,0,1,tak,do zamieszkania,biuro nieruchomości ,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,tak,garaż/miejsce parkingowe,2022.0,pustak,,False,/pl/oferta/nowe-3-pokojowe-mieszkanie-parkitka-ID4guKc,"Częstochowa, Parkitka, ul. Kujawska",3600.0,3.0,65.0,Biuro nieruchomości,50.8219655,19.0891444,Częstochowa,200317.0
7818,49.0,360.0,2.0,2000.0,1.0,apartamentowiec,,1,0,0,,,biuro nieruchomości ,,"zmywarka, meble, telewizor, pralka",,miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2012.0,Materiał_budynku_inne,oddzielna kuchnia,False,/pl/oferta/mieszkanie-2-pok-49-m2-baranowek-ID4g4S3,"Kielce, Baranówek",1800.0,2.0,49.0,Biuro nieruchomości,50.8510281,20.6113034,Kielecki,7433.5
7821,45.0,-1.0,2.0,-1.0,2.0,Rodzaj_zabudowy_inne,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,telefon,inne,,plastikowe,nie,garaż/miejsce parkingowe,2020.0,cegła,,False,/pl/oferta/mieszkanie-45-m-piotrkow-trybunalski-ID4guK1,"Piotrków Trybunalski, Wierzeje",2000.0,2.0,45.0,Biuro nieruchomości,51.4054377,19.7377697,Piotrków trybunalski,67607.0
7825,60.0,310.0,2.0,-1.0,2.0,apartamentowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,meble,,inne,,,tak,garaż/miejsce parkingowe,2021.0,inne,"piwnica, pom. użytkowe",False,/pl/oferta/komfortowe-2-pokojowe-nowemieszkanie-ID4guy7,"Stefana Okrzei, Sandomierz, świętokrzyskie",1500.0,2.0,60.0,Biuro nieruchomości,50.6885888,21.7446931,Sandomierski,6242.083333333333
7827,90.0,-1.0,3.0,-1.0,4.0,Rodzaj_zabudowy_inne,,1,0,0,,,biuro nieruchomości ,,,,,,,nie,garaż/miejsce parkingowe,2020.0,Materiał_budynku_inne,,False,/pl/oferta/new-apartment-metro-arsenal-ID4guq8,"Warszawa, Śródmieście, Aleja Solidarności",10000.0,3.0,90.0,Biuro nieruchomości,52.2479911,21.0188928,Warszawa,90327.38888888889
7828,44.0,-1.0,2.0,-1.0,3.0,Rodzaj_zabudowy_inne,,0,0,1,,,biuro nieruchomości ,,,,,,,nie,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/loft-mlyn-nad-cybina-parking-ID4gux0,"Poznań, Nowe Miasto, Sarnia",2300.0,2.0,44.0,Biuro nieruchomości,52.4107626,17.0436537,Poznań,93138.2
7829,46.5,-1.0,2.0,-1.0,1.0,apartamentowiec,,1,0,0,,do zamieszkania,biuro nieruchomości ,,,"telewizja kablowa, internet",miejskie,,plastikowe,tak,garaż/miejsce parkingowe,2021.0,Materiał_budynku_inne,,False,/pl/oferta/mieszkanie-46-50-m-poznan-ID4guwv,"Poznań, Grunwald, Górczyn, Górki",2300.0,2.0,46.5,Biuro nieruchomości,52.3848187,16.8909311,Poznań,93138.2
7832,62.0,-1.0,3.0,-1.0,2.0,blok,,1,0,1,,,biuro nieruchomości ,,,"telewizja kablowa, internet",,,plastikowe,tak,,2009.0,Materiał_budynku_inne,,False,/pl/oferta/duze-mieszkanie-al-wyzwolenia-z-balkonem-tarasem-ID4guko,"al. Wyzwolenia, Rzeszów, podkarpackie",1600.0,3.0,62.0,Biuro nieruchomości,50.0558026,21.9863367,Rzeszów,185662.0
7833,80.0,-1.0,4.0,-1.0,0.0,szeregowiec,,0,0,0,,do zamieszkania,biuro nieruchomości ,,,,gazowe,,,nie,,2020.0,cegła,,False,/pl/oferta/komfortowe-4-pokojowe-mieszkanie-ID4gumi,"Szamotuły, wielkopolskie",2900.0,4.0,80.0,Biuro nieruchomości,52.6116547,16.5779047,Szamotulski,7369.5
